"filename", "language", "LaTeX", "Python", "Markdown", "Shell Script", "JSON", "JSON Lines", "CSV", "comment", "blank", "total"
"/media/torontoai/Iterative-rag/src/protocols/actions.py", "Python", 0, 76, 0, 0, 0, 0, 0, 12, 14, 102
"/media/torontoai/Iterative-rag/src/protocols/embedding_config.py", "Python", 0, 14, 0, 0, 0, 0, 0, 1, 2, 17
"/media/torontoai/Iterative-rag/src/protocols/retrieval_interfaces.py", "Python", 0, 20, 0, 0, 0, 0, 0, 14, 4, 38
"/media/torontoai/Iterative-rag/src/rag_analysis/__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 1, 2, 3
"/media/torontoai/Iterative-rag/src/rag_analysis/advanced_plots/1_step_error_evolution.py", "Python", 0, 217, 0, 0, 0, 0, 0, 33, 57, 307
"/media/torontoai/Iterative-rag/src/rag_analysis/advanced_plots/2_model_comparison_radar.py", "Python", 0, 180, 0, 0, 0, 0, 0, 31, 55, 266
"/media/torontoai/Iterative-rag/src/rag_analysis/advanced_plots/3_hop_count_effects.py", "Python", 0, 156, 0, 0, 0, 0, 0, 21, 49, 226
"/media/torontoai/Iterative-rag/src/rag_analysis/advanced_plots/4_steps_per_run.py", "Python", 0, 159, 0, 0, 0, 0, 0, 24, 60, 243
"/media/torontoai/Iterative-rag/src/rag_analysis/advanced_plots/KEY_FINDINGS.md", "Markdown", 0, 0, 217, 0, 0, 0, 0, 0, 98, 315
"/media/torontoai/Iterative-rag/src/rag_analysis/advanced_plots/QUICKSTART.md", "Markdown", 0, 0, 65, 0, 0, 0, 0, 0, 28, 93
"/media/torontoai/Iterative-rag/src/rag_analysis/advanced_plots/README.md", "Markdown", 0, 0, 121, 0, 0, 0, 0, 0, 40, 161
"/media/torontoai/Iterative-rag/src/rag_analysis/advanced_plots/SUMMARY.md", "Markdown", 0, 0, 284, 0, 0, 0, 0, 0, 104, 388
"/media/torontoai/Iterative-rag/src/rag_analysis/advanced_plots/advanced_utils.py", "Python", 0, 136, 0, 0, 0, 0, 0, 18, 35, 189
"/media/torontoai/Iterative-rag/src/rag_analysis/advanced_plots/run_all_plots.py", "Python", 0, 45, 0, 0, 0, 0, 0, 7, 16, 68
"/media/torontoai/Iterative-rag/src/rag_analysis/analyze_query_quality_vs_outcome.py", "Python", 0, 182, 0, 0, 0, 0, 0, 18, 56, 256
"/media/torontoai/Iterative-rag/src/rag_analysis/chemrxiv_half_questions.json", "JSON", 0, 0, 0, 0, 595, 0, 0, 0, 0, 595
"/media/torontoai/Iterative-rag/src/rag_analysis/chemrxiv_second_half_questions.json", "JSON", 0, 0, 0, 0, 595, 0, 0, 0, 0, 595
"/media/torontoai/Iterative-rag/src/rag_analysis/cov_rag_plots/1_late_hit_timing_distribution.py", "Python", 0, 164, 0, 0, 0, 0, 0, 51, 47, 262
"/media/torontoai/Iterative-rag/src/rag_analysis/cov_rag_plots/1_late_hit_timing_distribution_aggregate.py", "Python", 0, 147, 0, 0, 0, 0, 0, 49, 46, 242
"/media/torontoai/Iterative-rag/src/rag_analysis/cov_rag_plots/2_model_coverage_rates.py", "Python", 0, 96, 0, 0, 0, 0, 0, 18, 27, 141
"/media/torontoai/Iterative-rag/src/rag_analysis/cov_rag_plots/3_anchor_carry_by_step.py", "Python", 0, 94, 0, 0, 0, 0, 0, 18, 29, 141
"/media/torontoai/Iterative-rag/src/rag_analysis/cov_rag_plots/4a_accuracy_by_issue_per_model.py", "Python", 0, 148, 0, 0, 0, 0, 0, 25, 45, 218
"/media/torontoai/Iterative-rag/src/rag_analysis/cov_rag_plots/4b_issue_prevalence_per_model.py", "Python", 0, 163, 0, 0, 0, 0, 0, 27, 53, 243
"/media/torontoai/Iterative-rag/src/rag_analysis/cov_rag_plots/5_missed_hop_patterns.py", "Python", 0, 141, 0, 0, 0, 0, 0, 30, 42, 213
"/media/torontoai/Iterative-rag/src/rag_analysis/cov_rag_plots/6_anchor_carry_temporal.py", "Python", 0, 138, 0, 0, 0, 0, 0, 21, 37, 196
"/media/torontoai/Iterative-rag/src/rag_analysis/cov_rag_plots/KEY_FINDINGS.md", "Markdown", 0, 0, 131, 0, 0, 0, 0, 0, 57, 188
"/media/torontoai/Iterative-rag/src/rag_analysis/cov_rag_plots/LATE_HIT_TIMING_EXPLANATION.md", "Markdown", 0, 0, 242, 0, 0, 0, 0, 0, 95, 337
"/media/torontoai/Iterative-rag/src/rag_analysis/cov_rag_plots/README.md", "Markdown", 0, 0, 119, 0, 0, 0, 0, 0, 48, 167
"/media/torontoai/Iterative-rag/src/rag_analysis/cov_rag_plots/generate_plots.sh", "Shell Script", 0, 0, 0, 28, 0, 0, 0, 7, 8, 43
"/media/torontoai/Iterative-rag/src/rag_analysis/cov_rag_plots/run_all_plots.py", "Python", 0, 57, 0, 0, 0, 0, 0, 9, 17, 83
"/media/torontoai/Iterative-rag/src/rag_analysis/coverage_gap_inputs.py", "Python", 0, 252, 0, 0, 0, 0, 0, 48, 42, 342
"/media/torontoai/Iterative-rag/src/rag_analysis/coverage_gap_judgments.py", "Python", 0, 180, 0, 0, 0, 0, 0, 6, 40, 226
"/media/torontoai/Iterative-rag/src/rag_analysis/cross_system_plots/1_error_cascade_v2.py", "Python", 0, 295, 0, 0, 0, 0, 0, 60, 73, 428
"/media/torontoai/Iterative-rag/src/rag_analysis/cross_system_plots/2_correctness_problem_heatmap.py", "Python", 0, 89, 0, 0, 0, 0, 0, 24, 29, 142
"/media/torontoai/Iterative-rag/src/rag_analysis/cross_system_plots/3_efficiency_quality_tradeoff.py", "Python", 0, 94, 0, 0, 0, 0, 0, 21, 27, 142
"/media/torontoai/Iterative-rag/src/rag_analysis/cross_system_plots/4_carry_drop_accuracy.py", "Python", 0, 102, 0, 0, 0, 0, 0, 18, 26, 146
"/media/torontoai/Iterative-rag/src/rag_analysis/cross_system_plots/5_coverage_to_hallucination.py", "Python", 0, 87, 0, 0, 0, 0, 0, 18, 26, 131
"/media/torontoai/Iterative-rag/src/rag_analysis/cross_system_plots/6_carry_vs_anchoring.py", "Python", 0, 89, 0, 0, 0, 0, 0, 18, 29, 136
"/media/torontoai/Iterative-rag/src/rag_analysis/cross_system_plots/7_planning_vs_confidence.py", "Python", 0, 101, 0, 0, 0, 0, 0, 20, 28, 149
"/media/torontoai/Iterative-rag/src/rag_analysis/cross_system_plots/KEY_FINDINGS.md", "Markdown", 0, 0, 186, 0, 0, 0, 0, 0, 82, 268
"/media/torontoai/Iterative-rag/src/rag_analysis/cross_system_plots/README.md", "Markdown", 0, 0, 192, 0, 0, 0, 0, 0, 85, 277
"/media/torontoai/Iterative-rag/src/rag_analysis/cross_system_plots/SUMMARY.md", "Markdown", 0, 0, 177, 0, 0, 0, 0, 0, 75, 252
"/media/torontoai/Iterative-rag/src/rag_analysis/cross_system_plots/__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 3, 1, 4
"/media/torontoai/Iterative-rag/src/rag_analysis/cross_system_plots/correct_vs_incorrect_comparison.py", "Python", 0, 135, 0, 0, 0, 0, 0, 28, 43, 206
"/media/torontoai/Iterative-rag/src/rag_analysis/cross_system_plots/cross_system_utils.py", "Python", 0, 162, 0, 0, 0, 0, 0, 34, 52, 248
"/media/torontoai/Iterative-rag/src/rag_analysis/cross_system_plots/run_all_plots.py", "Python", 0, 48, 0, 0, 0, 0, 0, 5, 15, 68
"/media/torontoai/Iterative-rag/src/rag_analysis/hallucination_inputs.py", "Python", 0, 247, 0, 0, 0, 0, 0, 42, 37, 326
"/media/torontoai/Iterative-rag/src/rag_analysis/hallucination_judgment.py", "Python", 0, 332, 0, 0, 0, 0, 0, 20, 62, 414
"/media/torontoai/Iterative-rag/src/rag_analysis/hallucination_rag_plots/10_overconfidence_vs_accuracy.py", "Python", 0, 103, 0, 0, 0, 0, 0, 27, 33, 163
"/media/torontoai/Iterative-rag/src/rag_analysis/hallucination_rag_plots/11_underconfidence_vs_improvement.py", "Python", 0, 110, 0, 0, 0, 0, 0, 30, 35, 175
"/media/torontoai/Iterative-rag/src/rag_analysis/hallucination_rag_plots/12_well_calibrated_vs_improvement.py", "Python", 0, 110, 0, 0, 0, 0, 0, 30, 35, 175
"/media/torontoai/Iterative-rag/src/rag_analysis/hallucination_rag_plots/13_calibration_combined_vs_improvement.py", "Python", 0, 157, 0, 0, 0, 0, 0, 29, 43, 229
"/media/torontoai/Iterative-rag/src/rag_analysis/hallucination_rag_plots/1_miscalibration_by_hop.py", "Python", 0, 97, 0, 0, 0, 0, 0, 26, 33, 156
"/media/torontoai/Iterative-rag/src/rag_analysis/hallucination_rag_plots/1_miscalibration_by_hop_with_accuracy.py", "Python", 0, 135, 0, 0, 0, 0, 0, 35, 46, 216
"/media/torontoai/Iterative-rag/src/rag_analysis/hallucination_rag_plots/2_sufficiency_vs_coverage.py", "Python", 0, 108, 0, 0, 0, 0, 0, 26, 35, 169
"/media/torontoai/Iterative-rag/src/rag_analysis/hallucination_rag_plots/3_unsupported_claims_distribution.py", "Python", 0, 155, 0, 0, 0, 0, 0, 28, 45, 228
"/media/torontoai/Iterative-rag/src/rag_analysis/hallucination_rag_plots/3_unsupported_claims_vs_accuracy.py", "Python", 0, 123, 0, 0, 0, 0, 0, 34, 43, 200
"/media/torontoai/Iterative-rag/src/rag_analysis/hallucination_rag_plots/3b_unsupported_claims_vs_question_complexity.py", "Python", 0, 126, 0, 0, 0, 0, 0, 36, 45, 207
"/media/torontoai/Iterative-rag/src/rag_analysis/hallucination_rag_plots/4_composition_failure_root_causes.py", "Python", 0, 102, 0, 0, 0, 0, 0, 30, 35, 167
"/media/torontoai/Iterative-rag/src/rag_analysis/hallucination_rag_plots/5_composition_failure_rate.py", "Python", 0, 74, 0, 0, 0, 0, 0, 20, 22, 116
"/media/torontoai/Iterative-rag/src/rag_analysis/hallucination_rag_plots/6_steps_vs_accuracy.py", "Python", 0, 105, 0, 0, 0, 0, 0, 24, 30, 159
"/media/torontoai/Iterative-rag/src/rag_analysis/hallucination_rag_plots/6_sufficiency_distribution.py", "Python", 0, 85, 0, 0, 0, 0, 0, 23, 28, 136
"/media/torontoai/Iterative-rag/src/rag_analysis/hallucination_rag_plots/7_faithfulness_vs_improvement.py", "Python", 0, 104, 0, 0, 0, 0, 0, 29, 33, 166
"/media/torontoai/Iterative-rag/src/rag_analysis/hallucination_rag_plots/7_miscalibration_mix.py", "Python", 0, 85, 0, 0, 0, 0, 0, 18, 26, 129
"/media/torontoai/Iterative-rag/src/rag_analysis/hallucination_rag_plots/8_coverage_vs_confidence.py", "Python", 0, 118, 0, 0, 0, 0, 0, 25, 34, 177
"/media/torontoai/Iterative-rag/src/rag_analysis/hallucination_rag_plots/8_faithfulness_vs_accuracy_impact.py", "Python", 0, 111, 0, 0, 0, 0, 0, 26, 34, 171
"/media/torontoai/Iterative-rag/src/rag_analysis/hallucination_rag_plots/9_overconfidence_vs_improvement.py", "Python", 0, 110, 0, 0, 0, 0, 0, 30, 35, 175
"/media/torontoai/Iterative-rag/src/rag_analysis/hallucination_rag_plots/KEY_FINDINGS.md", "Markdown", 0, 0, 190, 0, 0, 0, 0, 0, 82, 272
"/media/torontoai/Iterative-rag/src/rag_analysis/hallucination_rag_plots/README.md", "Markdown", 0, 0, 135, 0, 0, 0, 0, 0, 71, 206
"/media/torontoai/Iterative-rag/src/rag_analysis/hallucination_rag_plots/SUFFICIENCY_VS_COVERAGE_FINDINGS.md", "Markdown", 0, 0, 54, 0, 0, 0, 0, 0, 21, 75
"/media/torontoai/Iterative-rag/src/rag_analysis/hallucination_rag_plots/SUMMARY.md", "Markdown", 0, 0, 105, 0, 0, 0, 0, 0, 41, 146
"/media/torontoai/Iterative-rag/src/rag_analysis/hallucination_rag_plots/__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 3, 1, 4
"/media/torontoai/Iterative-rag/src/rag_analysis/hallucination_rag_plots/hall_plot_utils.py", "Python", 0, 107, 0, 0, 0, 0, 0, 21, 26, 154
"/media/torontoai/Iterative-rag/src/rag_analysis/hallucination_rag_plots/run_all_plots.py", "Python", 0, 49, 0, 0, 0, 0, 0, 5, 15, 69
"/media/torontoai/Iterative-rag/src/rag_analysis/output/responses_bedrock_mistral.mistral-large-2402-v1:0_reverified_coverage_gap_judgments.jsonl", "JSON Lines", 0, 0, 0, 0, 0, 1186, 0, 0, 1, 1187
"/media/torontoai/Iterative-rag/src/rag_analysis/output/responses_bedrock_mistral.mistral-large-2402-v1:0_reverified_hallucination_judgment.jsonl", "JSON Lines", 0, 0, 0, 0, 0, 1186, 0, 0, 1, 1187
"/media/torontoai/Iterative-rag/src/rag_analysis/output/responses_bedrock_mistral.mistral-large-2402-v1:0_reverified_quality_judement.jsonl", "JSON Lines", 0, 0, 0, 0, 0, 1186, 0, 0, 1, 1187
"/media/torontoai/Iterative-rag/src/rag_analysis/output/responses_bedrock_us.anthropic.claude-3-7-sonnet-20250219-v1:0-reasoning_reverified_coverage_gap_judgments.jsonl", "JSON Lines", 0, 0, 0, 0, 0, 1151, 0, 0, 1, 1152
"/media/torontoai/Iterative-rag/src/rag_analysis/output/responses_bedrock_us.anthropic.claude-3-7-sonnet-20250219-v1:0-reasoning_reverified_hallucination_judgment.jsonl", "JSON Lines", 0, 0, 0, 0, 0, 1186, 0, 0, 1, 1187
"/media/torontoai/Iterative-rag/src/rag_analysis/output/responses_bedrock_us.anthropic.claude-3-7-sonnet-20250219-v1:0-reasoning_reverified_quality_judement.jsonl", "JSON Lines", 0, 0, 0, 0, 0, 1186, 0, 0, 1, 1187
"/media/torontoai/Iterative-rag/src/rag_analysis/output/responses_bedrock_us.anthropic.claude-3-7-sonnet-20250219-v1:0_reverified_coverage_gap_judgments.jsonl", "JSON Lines", 0, 0, 0, 0, 0, 1151, 0, 0, 1, 1152
"/media/torontoai/Iterative-rag/src/rag_analysis/output/responses_bedrock_us.anthropic.claude-3-7-sonnet-20250219-v1:0_reverified_hallucination_judgment.jsonl", "JSON Lines", 0, 0, 0, 0, 0, 1185, 0, 0, 1, 1186
"/media/torontoai/Iterative-rag/src/rag_analysis/output/responses_bedrock_us.anthropic.claude-3-7-sonnet-20250219-v1:0_reverified_quality_judement.jsonl", "JSON Lines", 0, 0, 0, 0, 0, 1186, 0, 0, 1, 1187
"/media/torontoai/Iterative-rag/src/rag_analysis/output/responses_bedrock_us.deepseek.r1-v1:0-reasoning_reverified_coverage_gap_judgments.jsonl", "JSON Lines", 0, 0, 0, 0, 0, 1186, 0, 0, 1, 1187
"/media/torontoai/Iterative-rag/src/rag_analysis/output/responses_bedrock_us.deepseek.r1-v1:0-reasoning_reverified_hallucination_judgment.jsonl", "JSON Lines", 0, 0, 0, 0, 0, 1186, 0, 0, 1, 1187
"/media/torontoai/Iterative-rag/src/rag_analysis/output/responses_bedrock_us.deepseek.r1-v1:0-reasoning_reverified_quality_judement.jsonl", "JSON Lines", 0, 0, 0, 0, 0, 1186, 0, 0, 1, 1187
"/media/torontoai/Iterative-rag/src/rag_analysis/output/responses_openai_gpt-4o_reverified_coverage_gap_judgments.jsonl", "JSON Lines", 0, 0, 0, 0, 0, 1186, 0, 0, 1, 1187
"/media/torontoai/Iterative-rag/src/rag_analysis/output/responses_openai_gpt-4o_reverified_hallucination_judgment.jsonl", "JSON Lines", 0, 0, 0, 0, 0, 1186, 0, 0, 1, 1187
"/media/torontoai/Iterative-rag/src/rag_analysis/output/responses_openai_gpt-4o_reverified_quality_judement.jsonl", "JSON Lines", 0, 0, 0, 0, 0, 1186, 0, 0, 1, 1187
"/media/torontoai/Iterative-rag/src/rag_analysis/output/responses_openai_gpt-5_reverified_coverage_gap_judgments.jsonl", "JSON Lines", 0, 0, 0, 0, 0, 1185, 0, 0, 1, 1186
"/media/torontoai/Iterative-rag/src/rag_analysis/output/responses_openai_gpt-5_reverified_hallucination_judgment.jsonl", "JSON Lines", 0, 0, 0, 0, 0, 1185, 0, 0, 1, 1186
"/media/torontoai/Iterative-rag/src/rag_analysis/output/responses_openai_gpt-5_reverified_quality_judement.jsonl", "JSON Lines", 0, 0, 0, 0, 0, 1185, 0, 0, 1, 1186
"/media/torontoai/Iterative-rag/src/rag_analysis/quality_inputs.py", "Python", 0, 298, 0, 0, 0, 0, 0, 51, 54, 403
"/media/torontoai/Iterative-rag/src/rag_analysis/quality_judgement.py", "Python", 0, 341, 0, 0, 0, 0, 0, 19, 54, 414
"/media/torontoai/Iterative-rag/src/rag_analysis/quality_rag_plots/1_query_degradation_over_steps.py", "Python", 0, 140, 0, 0, 0, 0, 0, 22, 40, 202
"/media/torontoai/Iterative-rag/src/rag_analysis/quality_rag_plots/2_fusion_skip_effectiveness.py", "Python", 0, 215, 0, 0, 0, 0, 0, 31, 56, 302
"/media/torontoai/Iterative-rag/src/rag_analysis/quality_rag_plots/3_query_flag_cooccurrence.py", "Python", 0, 145, 0, 0, 0, 0, 0, 26, 45, 216
"/media/torontoai/Iterative-rag/src/rag_analysis/quality_rag_plots/4_distractor_latch_vs_performance.py", "Python", 0, 149, 0, 0, 0, 0, 0, 31, 42, 222
"/media/torontoai/Iterative-rag/src/rag_analysis/quality_rag_plots/5_step_alignment.py", "Python", 0, 123, 0, 0, 0, 0, 0, 16, 39, 178
"/media/torontoai/Iterative-rag/src/rag_analysis/quality_rag_plots/6_query_flags_distribution.py", "Python", 0, 109, 0, 0, 0, 0, 0, 17, 31, 157
"/media/torontoai/Iterative-rag/src/rag_analysis/quality_rag_plots/7_scores_distribution_trends.py", "Python", 0, 145, 0, 0, 0, 0, 0, 16, 47, 208
"/media/torontoai/Iterative-rag/src/rag_analysis/quality_rag_plots/8_fusion_skip_by_step.py", "Python", 0, 165, 0, 0, 0, 0, 0, 20, 49, 234
"/media/torontoai/Iterative-rag/src/rag_analysis/quality_rag_plots/9_stability_analysis.py", "Python", 0, 120, 0, 0, 0, 0, 0, 20, 37, 177
"/media/torontoai/Iterative-rag/src/rag_analysis/quality_rag_plots/IMPLEMENTATION_SUMMARY.md", "Markdown", 0, 0, 154, 0, 0, 0, 0, 0, 59, 213
"/media/torontoai/Iterative-rag/src/rag_analysis/quality_rag_plots/KEY_FINDINGS.md", "Markdown", 0, 0, 316, 0, 0, 0, 0, 0, 99, 415
"/media/torontoai/Iterative-rag/src/rag_analysis/quality_rag_plots/README.md", "Markdown", 0, 0, 168, 0, 0, 0, 0, 0, 69, 237
"/media/torontoai/Iterative-rag/src/rag_analysis/quality_rag_plots/generate_plots.sh", "Shell Script", 0, 0, 0, 28, 0, 0, 0, 7, 8, 43
"/media/torontoai/Iterative-rag/src/rag_analysis/quality_rag_plots/run_all_plots.py", "Python", 0, 54, 0, 0, 0, 0, 0, 9, 16, 79
"/media/torontoai/Iterative-rag/src/rag_analysis/query_audit_inputs.py", "Python", 0, 95, 0, 0, 0, 0, 0, 16, 23, 134
"/media/torontoai/Iterative-rag/src/repo/embeddings/embeddeing_models.py", "Python", 0, 50, 0, 0, 0, 0, 0, 3, 10, 63
"/media/torontoai/Iterative-rag/src/repo/index/chroma_index.py", "Python", 0, 105, 0, 0, 0, 0, 0, 32, 20, 157
"/media/torontoai/Iterative-rag/src/repo/planning/planner_iface.py", "Python", 0, 241, 0, 0, 0, 0, 0, 48, 44, 333
"/media/torontoai/Iterative-rag/src/repo/retrievers/multi_retriever.py", "Python", 0, 72, 0, 0, 0, 0, 0, 10, 14, 96
"/media/torontoai/Iterative-rag/src/repo/retrievers/text_retriever.py", "Python", 0, 130, 0, 0, 0, 0, 0, 42, 18, 190
"/media/torontoai/Iterative-rag/src/repo/utils/chunking.py", "Python", 0, 167, 0, 0, 0, 0, 0, 53, 37, 257
"/media/torontoai/Iterative-rag/src/repo/utils/io.py", "Python", 0, 198, 0, 0, 0, 0, 0, 68, 39, 305
"/media/torontoai/Iterative-rag/src/repo/utils/normalize.py", "Python", 0, 126, 0, 0, 0, 0, 0, 80, 38, 244
"/media/torontoai/Iterative-rag/src/response-jsonl-with-context/responses_bedrock_mistral.mistral-large-2402-v1:0_reverified.jsonl", "JSON Lines", 0, 0, 0, 0, 0, 1186, 0, 0, 1, 1187
"/media/torontoai/Iterative-rag/src/response-jsonl-with-context/responses_bedrock_us.anthropic.claude-3-5-sonnet-20241022-v2:0_reverified.jsonl", "JSON Lines", 0, 0, 0, 0, 0, 1186, 0, 0, 1, 1187
"/media/torontoai/Iterative-rag/src/response-jsonl-with-context/responses_bedrock_us.anthropic.claude-3-7-sonnet-20250219-v1:0-reasoning_reverified.jsonl", "JSON Lines", 0, 0, 0, 0, 0, 1186, 0, 0, 1, 1187
"/media/torontoai/Iterative-rag/src/response-jsonl-with-context/responses_bedrock_us.anthropic.claude-3-7-sonnet-20250219-v1:0_reverified.jsonl", "JSON Lines", 0, 0, 0, 0, 0, 1186, 0, 0, 1, 1187
"/media/torontoai/Iterative-rag/src/response-jsonl-with-context/responses_bedrock_us.deepseek.r1-v1:0-reasoning_reverified.jsonl", "JSON Lines", 0, 0, 0, 0, 0, 1186, 0, 0, 1, 1187
"/media/torontoai/Iterative-rag/src/response-jsonl-with-context/responses_bedrock_us.meta.llama3-3-70b-instruct-v1:0_reverified.jsonl", "JSON Lines", 0, 0, 0, 0, 0, 1186, 0, 0, 1, 1187
"/media/torontoai/Iterative-rag/src/response-jsonl-with-context/responses_openai_gpt-4o-mini_reverified.jsonl", "JSON Lines", 0, 0, 0, 0, 0, 1186, 0, 0, 1, 1187
"/media/torontoai/Iterative-rag/src/response-jsonl-with-context/responses_openai_gpt-4o_reverified.jsonl", "JSON Lines", 0, 0, 0, 0, 0, 1186, 0, 0, 1, 1187
"/media/torontoai/Iterative-rag/src/response-jsonl-with-context/responses_openai_o1-mini_reverified.jsonl", "JSON Lines", 0, 0, 0, 0, 0, 1186, 0, 0, 1, 1187
"/media/torontoai/Iterative-rag/src/response-jsonl-with-context/responses_openai_o3-mini_reverified.jsonl", "JSON Lines", 0, 0, 0, 0, 0, 1186, 0, 0, 1, 1187
"/media/torontoai/Iterative-rag/src/response-jsonl-with-context/responses_openrouter_deepseek__deepseek-r1-distill-qwen-32b-reasoning_reverified.jsonl", "JSON Lines", 0, 0, 0, 0, 0, 1186, 0, 0, 1, 1187
"/media/torontoai/Iterative-rag/src/response-jsonl-with-context/responses_openrouter_google__gemma-3-27b-it_reverified.jsonl", "JSON Lines", 0, 0, 0, 0, 0, 1186, 0, 0, 1, 1187
"/media/torontoai/Iterative-rag/src/response-jsonl-with-context/responses_openrouter_qwen__qwq-32b-reasoning_reverified.jsonl", "JSON Lines", 0, 0, 0, 0, 0, 1186, 0, 0, 1, 1187
"/media/torontoai/Iterative-rag/src/response-jsonl-without-context/responses_bedrock_mistral.mistral-large-2402-v1:0_reverified.jsonl", "JSON Lines", 0, 0, 0, 0, 0, 1186, 0, 0, 1, 1187
"/media/torontoai/Iterative-rag/src/response-jsonl-without-context/responses_bedrock_us.anthropic.claude-3-5-sonnet-20241022-v2:0.jsonl", "JSON Lines", 0, 0, 0, 0, 0, 1186, 0, 0, 1, 1187
"/media/torontoai/Iterative-rag/src/response-jsonl-without-context/responses_bedrock_us.anthropic.claude-3-5-sonnet-20241022-v2:0_reverified.jsonl", "JSON Lines", 0, 0, 0, 0, 0, 1186, 0, 0, 1, 1187
"/media/torontoai/Iterative-rag/src/response-jsonl-without-context/responses_bedrock_us.anthropic.claude-3-7-sonnet-20250219-v1:0-reasoning_reverified.jsonl", "JSON Lines", 0, 0, 0, 0, 0, 1186, 0, 0, 1, 1187
"/media/torontoai/Iterative-rag/src/response-jsonl-without-context/responses_bedrock_us.anthropic.claude-3-7-sonnet-20250219-v1:0_reverified.jsonl", "JSON Lines", 0, 0, 0, 0, 0, 1186, 0, 0, 1, 1187
"/media/torontoai/Iterative-rag/src/response-jsonl-without-context/responses_bedrock_us.deepseek.r1-v1:0-reasoning_reverified.jsonl", "JSON Lines", 0, 0, 0, 0, 0, 1186, 0, 0, 1, 1187
"/media/torontoai/Iterative-rag/src/response-jsonl-without-context/responses_bedrock_us.meta.llama3-3-70b-instruct-v1:0_reverified.jsonl", "JSON Lines", 0, 0, 0, 0, 0, 1186, 0, 0, 1, 1187
"/media/torontoai/Iterative-rag/src/response-jsonl-without-context/responses_openai_gpt-4o-mini_reverified.jsonl", "JSON Lines", 0, 0, 0, 0, 0, 1186, 0, 0, 1, 1187
"/media/torontoai/Iterative-rag/src/response-jsonl-without-context/responses_openai_gpt-4o_reverified.jsonl", "JSON Lines", 0, 0, 0, 0, 0, 1186, 0, 0, 1, 1187
"/media/torontoai/Iterative-rag/src/response-jsonl-without-context/responses_openai_o1-mini_reverified.jsonl", "JSON Lines", 0, 0, 0, 0, 0, 1186, 0, 0, 1, 1187
"/media/torontoai/Iterative-rag/src/response-jsonl-without-context/responses_openai_o3-mini_reverified.jsonl", "JSON Lines", 0, 0, 0, 0, 0, 1186, 0, 0, 1, 1187
"/media/torontoai/Iterative-rag/src/response-jsonl-without-context/responses_openrouter_deepseek__deepseek-r1-distill-qwen-32b-reasoning_reverified.jsonl", "JSON Lines", 0, 0, 0, 0, 0, 1186, 0, 0, 1, 1187
